c2_2_10

VEHICLE
NUMBER     CAPACITY
  50          700

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
   49      57         77         20       1760       2640         90        841
   50      29         36         20       1144       2024         90        841
   51      90         91         10       2529       3409         90       1631
   52      62         73         20       2620       3500         90       1704
   53       6        121         20       1251       2131         90        841
   54     105         49         10       1964       2844         90       1243
   55      28        115         10       2044       2924         90       1243
   56       4        137         30       1358       2238         90        841
   57      11        100         20        573       1453         90          0
   58      67         84         30       2517       3397         90       1631
   59      23         22         20         67        947         90          0
   60      41         64         20        663       1543         90          0
   61      56         56         40       1143       2023         90        841
   62      80         40         20       1352       2232         90        841
   63      60         66         30         10        890         90          0
   64      16         90         20         57        937         90          0
   65     104         82         30        264       1144         90          0
   66      64         78         10       2614       3494         90       1704
   67      47         36         20         41        921         90          0
   68      46         80         20       2602       3482         90       1687
   69      86        124         20       1421       2301         90        841
   70      48         72         20        248       1128         90          0
   71     121          9         10       1379       2259         90        841
   72      60         52         20       1239       2119         90        841
   73      25         46         20        953       1833         90        841
   74      26         15         20       1639       2519         90        841
   75      98        116         30       2136       3016         90       1243
   76      66        131         10        448       1328         90          0
   77      15         30         20        565       1445         90          0
   78      66        117         30        642       1522         90          0
   79     111         70         20       2350       3230         90       1433
   80     123         19         20       1851       2731         90       1243
   81      17         18         30       1831       2711         90       1243
   82      57         87         10       2042       2922         90       1243
   83     102         33         30       2580       3460         90       1665
   84       7        113         10       1061       1941         90        841
   85      37        115         20       2143       3023         90       1243
   86      17         25         10         94        974         90          0
   87      83        105         30       1938       2818         90       1243
   88      51        115         10       2247       3127         90       1433
   89      96         55         20       1269       2149         90        841
   90     112          2         20       1076       1956         90        841
   91     116         23         20       2129       3009         90       1243
   92      57         70         10       1663       2543         90        841
   93      15         23         30        187       1067         90          0
   94      45         68         30         61        941         90          0
   95      19         41         10       2570       3450         90       1665
   96      38         16         10       1256       2136         90        841
   97      81        135         20       1523       2403         90        841
   98      62        128         20        353       1233         90          0
   99      49         70         20        156       1036         90          0
  100      24         19         10       1734       2614         90        841
  101     119         20         10       2035       2915         90       1243
  102      62        125         30        260       1140         90          0
  103      29         10         30       1453       2333         90        841
  104      13         80         30         57        937         90          0
  105      65         73         10       2623       3503         90       1704
  106     109         25         10       2435       3315         90       1538
  107      91         71         10         21        901         90          0
  108      47         57         30        853       1733         90          0
  109       9         42         20       2329       3209         90       1433
  110      96         23         30         53        933         90          0
  111      26        102         40       2550       3430         90       1631
  112       4         15         20       2031       2911         90       1243
  113       3         98         10        671       1551         90          0
  114      35         88         20       2589       3469         90       1687
  115      18        107         10        195       1075         90          0
  116      95         68         20        461       1341         90          0
  117      58         85         10       1950       2830         90       1243
  118      11         23         10        281       1161         90          0
  119      61        107         10         38        918         90          0
  120       3         17         10       2123       3003         90       1243
  121      26        104         10       1851       2731         90       1243
  122      74         56         10       1459       2339         90        841
  123      24        105         10       1758       2638         90        841
  124      30        106         30       1945       2825         90       1243
  125       4         33         20       2229       3109         90       1433
  126     106          0         10        600       1480         90          0
  127     120         10         20       1470       2350         90        841
  128     106          5         30        695       1575         90          0
  129      30         58         20       2587       3467         90       1687
  130       9          9         10       1933       2813         90       1243
  131       7         92         20        768       1648         90          0
  132      50         29         10         45        925         90          0
  133      46         52         10        948       1828         90        841
  134      70        110         30        848       1728         90          0
  135      37        111         20       2352       3232         90       1433
  136      75         64         20          7        887         90          0
  137      20         93         10         55        935         90          0
  138      94          1         10        406       1286         90          0
  139      41         12         10       1351       2231         90        841
  140      20        109         10        288       1168         90          0
  141      28         14         20       1547       2427         90        841
  142      87         63         30         18        898         90          0
  143     101          4         10        503       1383         90          0
  144      80         22         10         49        929         90          0
  145     117         10         10        887       1767         90          0
  146     103         33         10       1658       2538         90        841
  147     104         51         20       2056       2936         90       1243
  148     103         19         30        114        994         90          0
  149       7         52         20       2430       3310         90       1538
  150      73        119         30       1127       2007         90        841
  151      79        128         30       1323       2203         90        841
  152      10         50         20       2523       3403         90       1631
  153      26         23         50         64        944         90          0
  154      95        103         20       2331       3211         90       1433
  155     101         59         30       1173       2053         90        841
  156     113         67         20       2256       3136         90       1433
  157      25         94         10       2577       3457         90       1665
  158     120         20         20       1944       2824         90       1243
  159     105         26         30       2529       3409         90       1631
  160      59         77         20       1852       2732         90       1243
  161     116         34         20       1856       2736         90       1243
  162      45         71         10        341       1221         90          0
  163      86        109         10       2033       2913         90       1243
  164      15         96         10         60        940         90          0
  165      64         88         30       2422       3302         90       1538
  166      60        115         20        160       1040         90          0
  167      63        100         10         30        910         90          0
  168      94        104         30       2239       3119         90       1433
  169       8        102         10        868       1748         90          0
  170      64         89         10       2331       3211         90       1433
  171      61         66         10          9        889         90          0
  172      95        121         10       1828       2708         90       1243
  173      47         63         30         24        904         90          0
  174      19         96         10         94        974         90          0
  175     103         55         20       1078       1958         90        841
  176      36         94         30       2587       3467         90       1687
  177      75        103         20        749       1629         90          0
  178      65         80         10         11        891         90          0
  179      94         56         30       1361       2241         90        841
  180      18        123         20       1559       2439         90        841
  181      92        123         10       1734       2614         90        841
  182      12         31         20        379       1259         90          0
  183     106         81         20        172       1052         90          0
  184      98         28         10         50        930         90          0
  185      14        133         30       1458       2338         90        841
  186     101         32         20       1751       2631         90        841
  187      25         66         10        557       1437         90          0
  188      78         61         40         12        892         90          0
  189     123         64         20        874       1754         90          0
  190     126         20         20       1757       2637         90        841
  191      72        117         10       1035       1915         90        841
  192      10        105         20        962       1842         90        841
  193     128          0         10       1182       2062         90        841
  194     130         16         30       1662       2542         90        841
  195     114         63         10       2162       3042         90       1243
  196      80         63         20         12        892         90          0
  197     113         36         10       2232       3112         90       1433
  198      15         94         30         60        940         90          0
  199     129         77         10        769       1649         90          0
  200      85         85         20         21        901         90          0
