r2_2_9

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
  110      16         62         15       1440       1848         10        580
  111      61         57         35       1392       1727         10        459
  112     123         84         13       1613       1838         10        570
  113      37         73         33       1307       1501         10        246
  114     115        124         11       1499       1909         10        641
  115      93         61         10       1871       2418         10       1150
  116      89         39         23         36        431         10          0
  117      65          0         20        106        607         10          0
  118     108         30         18         70        815         10          0
  119     120         60         18        129        424         10          0
  120      92         22         18        601       1039         10          0
  121       2        106         16       1441       1774         10        506
  122     117         92         25       1033       1350         10        246
  123      26        130         20        945       1315         10        246
  124      85        111         25       1054       1090         10          0
  125     113         45          4       1063       1449         10        246
  126      40        113         23       1660       2273         10       1005
  127     138        105         24       1568       1780         10        512
  128     116        105         23        352        922         10          0
  129     110         28         20       1067       1497         10        246
  130      12        138         14       1085       1232         10          0
  131      66         40         20         30        226         10          0
  132     140         36          1        540        984         10          0
  133      50        112         18        954       1020         10          0
  134      23         19         16        432       1060         10          0
  135       4         71         19        539        865         10          0
  136      92        138         12       1469       1867         10        599
  137      69          6          8         64        745         10          0
  138     100         99         17        956       1556         10        308
  139     116         13          5        196        389         10          0
  140     112         13         27       2093       2226         10        958
  141      49        140          3        607       1385         10        246
  142      36        124         34        886       1105         10          0
  143     120         47         18         55        494         10          0
  144      60         54          3        854       1179         10          0
  145     115         82         30       1028       1232         10          0
  146     139        110         19        740        912         10          0
  147     126         23         13        831       1397         10        246
  148      58         80         18       1733       2064         10        796
  149      30         21         12       1134       1566         10        308
  150      64        115         15        332        868         10          0
  151      82        100         18        189        765         10          0
  152     113         35          9         55        671         10          0
  153      35         90         20       1624       2063         10        795
  154      58         95         35       1919       2080         10        812
  155     117          4          9       1566       1902         10        634
  156      97        115         25       1472       1595         10        327
  157      56        129         21        960       1453         10        246
  158      54         41          9        940       1429         10        246
  159     136        123         31       1173       1495         10        246
  160     129         24         18       1199       1601         10        333
  161      46        133          7        193        532         10          0
  162      58         11          9        365        772         10          0
  163      54         78         11       2204       2314         10       1046
  164      65         80         20         11        149         10          0
  165      28         62         23        661       1027         10          0
  166      55        127         17        907       1280         10        246
  167     137         84         41        472        484         10          0
  168      79         80          4         13        509         10          0
  169      51         92          9       1581       2121         10        853
  170      12         84         16        697       1013         10          0
  171      66         82         27       1825       2303         10       1035
  172      97         12         10        705       1065         10          0
  173      67        120          5       1250       1740         10        472
  174      55        102          4       1108       1529         10        308
  175      90         14         31       1619       2212         10        944
  176      20        106         24       1102       1220         10          0
  177      15          4         23        306        621         10          0
  178     138         78         43        695       1044         10          0
  179      60         23         16         99        451         10          0
  180      29         94          1        967       1371         10        246
  181      70         94         32         24        383         10          0
  182       4         44         24       1715       1729         10        461
  183      66         91         16         21        434         10          0
  184     119         73         15        175        881         10          0
  185     135         65          3       1343       1487         10        246
  186     103         82         27       1292       1438         10        246
  187     104        139         29       1145       1659         10        391
  188      15          9          2       1596       1806         10        538
  189       5         99         24       1027       1687         10        419
  190      36         38          5       1606       2016         10        748
  191     125         68         20        539       1116         10          0
  192      44         36          9        108        393         10          0
  193     137        127         28        688        996         10          0
  194     120        102         18        356        537         10          0
  195     138         24         12        484       1072         10          0
  196     103         86         19       1017       1165         10          0
  197     137         96          9        116        459         10          0
  198       8        138         10       1044       1406         10        246
  199      81         36         17         35        600         10          0
  200     116         83         30        691        865         10          0
