c2_2_5

VEHICLE
NUMBER     CAPACITY
  50          700

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
   49      57         77         20       2040       2360         90        843
   50      29         36         20       1424       1744         90          0
   51      90         91         10       2809       3129         90       1449
   52      62         73         20       2990       3310         90       1604
   53       6        121         20       1531       1851         90        843
   54     105         49         10       2244       2564         90        843
   55      28        115         10       2324       2644         90       1258
   56       4        137         30       1638       1958         90        843
   57      11        100         20        853       1173         90          0
   58      67         84         30       2797       3117         90       1449
   59      23         22         20        277        597         90          0
   60      41         64         20        943       1263         90          0
   61      56         56         40       1423       1743         90          0
   62      80         40         20       1632       1952         90        843
   63      60         66         30        143        463         90          0
   64      16         90         20         57        377         90          0
   65     104         82         30        544        864         90          0
   66      64         78         10       2894       3214         90       1449
   67      47         36         20         41        361         90          0
   68      46         80         20       3162       3482         90       1683
   69      86        124         20       1701       2021         90        843
   70      48         72         20        528        848         90          0
   71     121          9         10       1659       1979         90        843
   72      60         52         20       1519       1839         90        843
   73      25         46         20       1233       1553         90          0
   74      26         15         20       1919       2239         90        843
   75      98        116         30       2416       2736         90       1258
   76      66        131         10        728       1048         90          0
   77      15         30         20        845       1165         90          0
   78      66        117         30        922       1242         90          0
   79     111         70         20       2630       2950         90       1258
   80     123         19         20       2131       2451         90        843
   81      17         18         30       2111       2431         90        843
   82      57         87         10       2322       2642         90        843
   83     102         33         30       2907       3227         90       1449
   84       7        113         10       1341       1661         90          0
   85      37        115         20       2423       2743         90       1258
   86      17         25         10        374        694         90          0
   87      83        105         30       2218       2538         90        843
   88      51        115         10       2527       2847         90       1258
   89      96         55         20       1549       1869         90        843
   90     112          2         20       1356       1676         90          0
   91     116         23         20       2409       2729         90       1258
   92      57         70         10       1943       2263         90        843
   93      15         23         30        467        787         90          0
   94      45         68         30        341        661         90          0
   95      19         41         10       2906       3226         90       1449
   96      38         16         10       1536       1856         90        843
   97      81        135         20       1803       2123         90        843
   98      62        128         20        633        953         90          0
   99      49         70         20        436        756         90          0
  100      24         19         10       2014       2334         90        843
  101     119         20         10       2315       2635         90        843
  102      62        125         30        540        860         90          0
  103      29         10         30       1733       2053         90        843
  104      13         80         30         57        377         90          0
  105      65         73         10       3083       3403         90       1604
  106     109         25         10       2715       3035         90       1258
  107      91         71         10        140        460         90          0
  108      47         57         30       1133       1453         90          0
  109       9         42         20       2609       2929         90       1258
  110      96         23         30         97        417         90          0
  111      26        102         40       2830       3150         90       1449
  112       4         15         20       2311       2631         90        843
  113       3         98         10        951       1271         90          0
  114      35         88         20       3149       3469         90       1670
  115      18        107         10        475        795         90          0
  116      95         68         20        741       1061         90          0
  117      58         85         10       2230       2550         90        843
  118      11         23         10        561        881         90          0
  119      61        107         10        252        572         90          0
  120       3         17         10       2403       2723         90       1258
  121      26        104         10       2131       2451         90        843
  122      74         56         10       1739       2059         90        843
  123      24        105         10       2038       2358         90        843
  124      30        106         30       2225       2545         90        843
  125       4         33         20       2509       2829         90       1258
  126     106          0         10        880       1200         90          0
  127     120         10         20       1750       2070         90        843
  128     106          5         30        975       1295         90          0
  129      30         58         20       3016       3336         90       1604
  130       9          9         10       2213       2533         90        843
  131       7         92         20       1048       1368         90          0
  132      50         29         10         45        365         90          0
  133      46         52         10       1228       1548         90          0
  134      70        110         30       1128       1448         90          0
  135      37        111         20       2632       2952         90       1258
  136      75         64         20          7        327         90          0
  137      20         93         10         93        413         90          0
  138      94          1         10        686       1006         90          0
  139      41         12         10       1631       1951         90        843
  140      20        109         10        568        888         90          0
  141      28         14         20       1827       2147         90        843
  142      87         63         30         41        361         90          0
  143     101          4         10        783       1103         90          0
  144      80         22         10         49        369         90          0
  145     117         10         10       1167       1487         90          0
  146     103         33         10       1938       2258         90        843
  147     104         51         20       2336       2656         90       1258
  148     103         19         30        394        714         90          0
  149       7         52         20       2710       3030         90       1258
  150      73        119         30       1407       1727         90          0
  151      79        128         30       1603       1923         90        843
  152      10         50         20       2803       3123         90       1449
  153      26         23         50        184        504         90          0
  154      95        103         20       2611       2931         90       1258
  155     101         59         30       1453       1773         90          0
  156     113         67         20       2536       2856         90       1258
  157      25         94         10       2928       3248         90       1449
  158     120         20         20       2224       2544         90        843
  159     105         26         30       2809       3129         90       1449
  160      59         77         20       2132       2452         90        843
  161     116         34         20       2136       2456         90        843
  162      45         71         10        621        941         90          0
  163      86        109         10       2313       2633         90        843
  164      15         96         10        280        600         90          0
  165      64         88         30       2702       3022         90       1258
  166      60        115         20        440        760         90          0
  167      63        100         10         30        350         90          0
  168      94        104         30       2519       2839         90       1258
  169       8        102         10       1148       1468         90          0
  170      64         89         10       2611       2931         90       1258
  171      61         66         10         52        372         90          0
  172      95        121         10       2108       2428         90        843
  173      47         63         30        246        566         90          0
  174      19         96         10        374        694         90          0
  175     103         55         20       1358       1678         90          0
  176      36         94         30       3122       3442         90       1670
  177      75        103         20       1029       1349         90          0
  178      65         80         10         11        331         90          0
  179      94         56         30       1641       1961         90        843
  180      18        123         20       1839       2159         90        843
  181      92        123         10       2014       2334         90        843
  182      12         31         20        659        979         90          0
  183     106         81         20        452        772         90          0
  184      98         28         10        293        613         90          0
  185      14        133         30       1738       2058         90        843
  186     101         32         20       2031       2351         90        843
  187      25         66         10        837       1157         90          0
  188      78         61         40         12        332         90          0
  189     123         64         20       1154       1474         90          0
  190     126         20         20       2037       2357         90        843
  191      72        117         10       1315       1635         90          0
  192      10        105         20       1242       1562         90          0
  193     128          0         10       1462       1782         90          0
  194     130         16         30       1942       2262         90        843
  195     114         63         10       2442       2762         90       1258
  196      80         63         20         12        332         90          0
  197     113         36         10       2512       2832         90       1258
  198      15         94         30        188        508         90          0
  199     129         77         10       1049       1369         90          0
  200      85         85         20        245        565         90          0
