rc2_2_1

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
  113      34        104         10        588        708         10          0
  114     121        110         30        645        765         10          0
  115      56        139         18       1239       1359         10        856
  116     106         10         13       1195       1315         10        856
  117     125        108         20        587        707         10          0
  118      21        115         10        343        463         10          0
  119     110         66         10        420        540         10          0
  120      36         38          5       1751       1871         10        856
  121      56        129         21       1146       1266         10          0
  122       4         30         40        624        744         10          0
  123       8        138         10       1165       1285         10        856
  124      88         35         20        265        385         10          0
  125     116        132         10        707        827         10          0
  126     113         45          4       1196       1316         10        856
  127      28        107         20        261        381         10          0
  128     115        134         30        296        416         10          0
  129     116         83         30        718        838         10          0
  130      57         59         10        486        606         10          0
  131      89         39         23         85        205         10          0
  132      59         52         20        328        448         10          0
  133     112         71         20        189        309         10          0
  134      35         99         20        741        861         10          0
  135      23         39         20       1407       1527         10        856
  136      84         39         20        459        579         10          0
  137      19        120         16       1045       1165         10          0
  138      20         39         10        597        717         10          0
  139      90        104         20        569        689         10          0
  140      66         91         16         26        146         10          0
  141       4         44         24       1662       1782         10        856
  142      78         63         19         10        130         10          0
  143      92        107         30        333        453         10          0
  144      37        138          5        839        959         10          0
  145     120         14         20       1034       1154         10          0
  146      33          0         20       1930       2050         10        856
  147     113         71         10        233        353         10          0
  148     112         13         27       2100       2220         10       1107
  149      41         36         13        206        326         10          0
  150      64         61         20        597        717         10          0
  151     121        134         20        507        627         10          0
  152     103         44         12        108        228         10          0
  153      67         55         10         15        135         10          0
  154      86         80         21       1498       1618         10        856
  155      64        132          8        230        350         10          0
  156      93         36         20        148        268         10          0
  157     115        124         11       1644       1764         10        856
  158     103         82         27       1305       1425         10        856
  159      18         38         30        459        579         10          0
  160     122        131         20        560        680         10          0
  161     107         63         30        477        597         10          0
  162      48         47         19         67        187         10          0
  163      62         58         20        105        225         10          0
  164       0         27         30        365        485         10          0
  165     118        114         10        200        320         10          0
  166      91         95         20        686        806         10          0
  167     113         35          9        202        322         10          0
  168     119        139         20        362        482         10          0
  169     104         54         13        210        330         10          0
  170      15          4         23        403        523         10          0
  171      59         56         20        432        552         10          0
  172      21         44         20        211        331         10          0
  173     100        106         10        405        525         10          0
  174      47         83          1       1271       1391         10        856
  175      34         72         21       2194       2314         10       1107
  176      32        106         10        536        656         10          0
  177     109        131         20        230        350         10          0
  178      89         24         15       1204       1324         10        856
  179      97         28         20        180        300         10          0
  180      86         37         10        358        478         10          0
  181       1         34         20        251        371         10          0
  182     103         69         30         72        192         10          0
  183      98         31         20        382        502         10          0
  184     103         34         30        445        565         10          0
  185      13         48         15       1682       1802         10        856
  186      22         38         20        646        766         10          0
  187      61         59         20        542        662         10          0
  188      94        105         10        469        589         10          0
  189     118        131         20        658        778         10          0
  190     108         30         18        383        503         10          0
  191      36        105         20        637        757         10          0
  192     133        130         13        889       1009         10          0
  193      15         18         10       1600       1720         10        856
  194     103         86         19       1031       1151         10          0
  195     107         77         34         91        211         10          0
  196      99         34          9        303        423         10          0
  197      17         43         10        267        387         10          0
  198     140         36          1        702        822         10          0
  199      26        105         40        209        329         10          0
  200      60         23         16        215        335         10          0
