rc2_2_5

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
  113      34        104         10        496        800         10          0
  114     121        110         30        622        787         10          0
  115      56        139         18       1144       1455         10        888
  116     106         10         13       1107       1404         10        888
  117     125        108         20        284       1011         10          0
  118      21        115         10        182        625         10          0
  119     110         66         10        467        493         10          0
  120      36         38          5       1787       1834         10        888
  121      56        129         21       1129       1283         10        888
  122       4         30         40        596        771         10          0
  123       8        138         10       1010       1440         10        888
  124      88         35         20         77        573         10          0
  125     116        132         10        746        787         10          0
  126     113         45          4       1092       1419         10        888
  127      28        107         20        113        528         10          0
  128     115        134         30        122        591         10          0
  129     116         83         30        687        869         10          0
  130      57         59         10        295        797         10          0
  131      89         39         23         38        252         10          0
  132      59         52         20        348        429         10          0
  133     112         71         20         97        402         10          0
  134      35         99         20        673        929         10          0
  135      23         39         20       1355       1579         10        888
  136      84         39         20        256        783         10          0
  137      19        120         16       1084       1125         10          0
  138      20         39         10        557        757         10          0
  139      90        104         20        382        877         10          0
  140      66         91         16         21        391         10          0
  141       4         44         24       1706       1739         10        888
  142      78         63         19         10        242         10          0
  143      92        107         30        155        630         10          0
  144      37        138          5        695       1103         10          0
  145     120         14         20        889       1299         10        888
  146      33          0         20       1862       2117         10        888
  147     113         71         10        286        300         10          0
  148     112         13         27       2038       2282         10       1213
  149      41         36         13        149        383         10          0
  150      64         61         20        373        940         10          0
  151     121        134         20        311        823         10          0
  152     103         44         12        138        199         10          0
  153      67         55         10         15        403         10          0
  154      86         80         21       1525       1591         10        888
  155      64        132          8         62        565         10          0
  156      93         36         20         41        528         10          0
  157     115        124         11       1505       1903         10        888
  158     103         82         27       1188       1542         10        888
  159      18         38         30        474        565         10          0
  160     122        131         20        584        655         10          0
  161     107         63         30        490        583         10          0
  162      48         47         19         31        536         10          0
  163      62         58         20        134        195         10          0
  164       0         27         30        241        609         10          0
  165     118        114         10         74        446         10          0
  166      91         95         20        485       1007         10          0
  167     113         35          9        231        292         10          0
  168     119        139         20        276        568         10          0
  169     104         54         13        258        283         10          0
  170      15          4         23        314        613         10          0
  171      59         56         20        266        718         10          0
  172      21         44         20        229        313         10          0
  173     100        106         10        274        655         10          0
  174      47         83          1       1327       1334         10        888
  175      34         72         21       2218       2290         10       1213
  176      32        106         10        462        730         10          0
  177     109        131         20        134        445         10          0
  178      89         24         15       1236       1292         10        888
  179      97         28         20        185        296         10          0
  180      86         37         10        351        485         10          0
  181       1         34         20         89        534         10          0
  182     103         69         30        122        143         10          0
  183      98         31         20        322        562         10          0
  184     103         34         30        250        760         10          0
  185      13         48         15       1531       1953         10        888
  186      22         38         20        495        916         10          0
  187      61         59         20        534        671         10          0
  188      94        105         10        363        696         10          0
  189     118        131         20        390       1045         10          0
  190     108         30         18        385        501         10          0
  191      36        105         20        599        795         10          0
  192     133        130         13        905        994         10          0
  193      15         18         10       1546       1775         10        888
  194     103         86         19        882       1300         10        888
  195     107         77         34         37        529         10          0
  196      99         34          9        221        505         10          0
  197      17         43         10        226        428         10          0
  198     140         36          1        521       1004         10          0
  199      26        105         40        121        418         10          0
  200      60         23         16         58        492         10          0
