rc2_2_6

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
  113      34        104         10        528        768         10          0
  114     121        110         30        585        825         10          0
  115      56        139         18       1179       1419         10        574
  116     106         10         13       1135       1375         10        574
  117     125        108         20        527        767         10          0
  118      21        115         10        283        523         10          0
  119     110         66         10        360        600         10          0
  120      36         38          5       1691       1931         10        852
  121      56        129         21       1086       1326         10        574
  122       4         30         40        564        804         10          0
  123       8        138         10       1105       1345         10        574
  124      88         35         20        205        445         10          0
  125     116        132         10        647        887         10          0
  126     113         45          4       1136       1376         10        574
  127      28        107         20        201        441         10          0
  128     115        134         30        236        476         10          0
  129     116         83         30        658        898         10          0
  130      57         59         10        426        666         10          0
  131      89         39         23         36        276         10          0
  132      59         52         20        268        508         10          0
  133     112         71         20        129        369         10          0
  134      35         99         20        681        921         10          0
  135      23         39         20       1347       1587         10        574
  136      84         39         20        399        639         10          0
  137      19        120         16        985       1225         10          0
  138      20         39         10        537        777         10          0
  139      90        104         20        509        749         10          0
  140      66         91         16         21        261         10          0
  141       4         44         24       1602       1842         10        574
  142      78         63         19         10        250         10          0
  143      92        107         30        273        513         10          0
  144      37        138          5        779       1019         10          0
  145     120         14         20        974       1214         10          0
  146      33          0         20       1870       2110         10        852
  147     113         71         10        173        413         10          0
  148     112         13         27       2040       2280         10       1012
  149      41         36         13        146        386         10          0
  150      64         61         20        537        777         10          0
  151     121        134         20        447        687         10          0
  152     103         44         12         48        288         10          0
  153      67         55         10         15        255         10          0
  154      86         80         21       1438       1678         10        574
  155      64        132          8        170        410         10          0
  156      93         36         20         88        328         10          0
  157     115        124         11       1584       1824         10        574
  158     103         82         27       1245       1485         10        574
  159      18         38         30        399        639         10          0
  160     122        131         20        500        740         10          0
  161     107         63         30        417        657         10          0
  162      48         47         19         31        271         10          0
  163      62         58         20         45        285         10          0
  164       0         27         30        305        545         10          0
  165     118        114         10        140        380         10          0
  166      91         95         20        626        866         10          0
  167     113         35          9        142        382         10          0
  168     119        139         20        302        542         10          0
  169     104         54         13        150        390         10          0
  170      15          4         23        343        583         10          0
  171      59         56         20        372        612         10          0
  172      21         44         20        151        391         10          0
  173     100        106         10        345        585         10          0
  174      47         83          1       1211       1451         10        574
  175      34         72         21       2134       2374         10       1106
  176      32        106         10        476        716         10          0
  177     109        131         20        170        410         10          0
  178      89         24         15       1144       1384         10        574
  179      97         28         20        120        360         10          0
  180      86         37         10        298        538         10          0
  181       1         34         20        191        431         10          0
  182     103         69         30         33        273         10          0
  183      98         31         20        322        562         10          0
  184     103         34         30        385        625         10          0
  185      13         48         15       1622       1862         10        852
  186      22         38         20        586        826         10          0
  187      61         59         20        482        722         10          0
  188      94        105         10        409        649         10          0
  189     118        131         20        598        838         10          0
  190     108         30         18        323        563         10          0
  191      36        105         20        577        817         10          0
  192     133        130         13        829       1069         10          0
  193      15         18         10       1540       1780         10        574
  194     103         86         19        971       1211         10          0
  195     107         77         34         37        277         10          0
  196      99         34          9        243        483         10          0
  197      17         43         10        207        447         10          0
  198     140         36          1        642        882         10          0
  199      26        105         40        149        389         10          0
  200      60         23         16        155        395         10          0
