rc2_2_3

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
  109     119        130         20        612        732         10          0
  110      92         22         18          0       2473         10       1205
  111     137          7         40        623        743         10          0
  112     121        124         21        599        719         10          0
  113      34        104         10        588        708         10          0
  114     121        110         30        645        765         10          0
  115      56        139         18       1239       1359         10        496
  116     106         10         13          0       2456         10       1188
  117     125        108         20          0       2459         10       1191
  118      21        115         10          0       2459         10       1191
  119     110         66         10          0       2485         10       1217
  120      36         38          5          0       2479         10       1211
  121      56        129         21       1146       1266         10          0
  122       4         30         40          0       2448         10       1180
  123       8        138         10          0       2433         10       1165
  124      88         35         20          0       2486         10       1218
  125     116        132         10        707        827         10          0
  126     113         45          4       1196       1316         10        496
  127      28        107         20          0       2470         10       1202
  128     115        134         30        296        416         10          0
  129     116         83         30        718        838         10          0
  130      57         59         10          0       2508         10       1240
  131      89         39         23          0       2489         10       1221
  132      59         52         20        328        448         10          0
  133     112         71         20        189        309         10          0
  134      35         99         20          0       2480         10       1212
  135      23         39         20          0       2469         10       1201
  136      84         39         20        459        579         10          0
  137      19        120         16       1045       1165         10          0
  138      20         39         10          0       2467         10       1199
  139      90        104         20          0       2486         10       1218
  140      66         91         16         26        146         10          0
  141       4         44         24          0       2455         10       1187
  142      78         63         19         10        130         10          0
  143      92        107         30        333        453         10          0
  144      37        138          5        839        959         10          0
  145     120         14         20       1034       1154         10          0
  146      33          0         20          0       2446         10       1178
  147     113         71         10          0       2482         10       1214
  148     112         13         27          0       2455         10       1187
  149      41         36         13        206        326         10          0
  150      64         61         20          0       2515         10       1247
  151     121        134         20          0       2444         10       1176
  152     103         44         12        108        228         10          0
  153      67         55         10          0       2510         10       1242
  154      86         80         21          0       2507         10       1239
  155      64        132          8        230        350         10          0
  156      93         36         20        148        268         10          0
  157     115        124         11       1644       1764         10        496
  158     103         82         27       1305       1425         10        496
  159      18         38         30          0       2464         10       1196
  160     122        131         20          0       2445         10       1177
  161     107         63         30          0       2488         10       1220
  162      48         47         19          0       2494         10       1226
  163      62         58         20        105        225         10          0
  164       0         27         30          0       2443         10       1175
  165     118        114         10          0       2460         10       1192
  166      91         95         20        686        806         10          0
  167     113         35          9        202        322         10          0
  168     119        139         20        362        482         10          0
  169     104         54         13        210        330         10          0
  170      15          4         23        403        523         10          0
  171      59         56         20          0       2508         10       1240
  172      21         44         20          0       2470         10       1202
  173     100        106         10          0       2479         10       1211
  174      47         83          1          0       2499         10       1231
  175      34         72         21          0       2489         10       1221
  176      32        106         10        536        656         10          0
  177     109        131         20          0       2453         10       1185
  178      89         24         15       1204       1324         10        496
  179      97         28         20          0       2476         10       1208
  180      86         37         10          0       2489         10       1221
  181       1         34         20          0       2448         10       1180
  182     103         69         30          0       2492         10       1224
  183      98         31         20          0       2477         10       1209
  184     103         34         30        445        565         10          0
  185      13         48         15          0       2464         10       1196
  186      22         38         20        646        766         10          0
  187      61         59         20        542        662         10          0
  188      94        105         10        469        589         10          0
  189     118        131         20        658        778         10          0
  190     108         30         18        383        503         10          0
  191      36        105         20          0       2477         10       1209
  192     133        130         13        889       1009         10          0
  193      15         18         10       1600       1720         10        496
  194     103         86         19       1031       1151         10          0
  195     107         77         34          0       2488         10       1220
  196      99         34          9          0       2479         10       1211
  197      17         43         10        267        387         10          0
  198     140         36          1        702        822         10          0
  199      26        105         40        209        329         10          0
  200      60         23         16          0       2477         10       1209
