c2_2_7

VEHICLE
NUMBER     CAPACITY
  50          700

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
   48     116         10         20        849       1623         90          0
   49      57         77         20       1880       2519         90       1318
   50      29         36         20       1055       2113         90       1318
   51      90         91         10       2771       3168         90       1704
   52      62         73         20       2649       3500         90       1704
   53       6        121         20       1293       2090         90       1318
   54     105         49         10       2160       2649         90       1318
   55      28        115         10       2295       2673         90       1318
   56       4        137         30       1471       2125         90       1318
   57      11        100         20        921       1104         90          0
   58      67         84         30       2880       3035         90       1318
   59      23         22         20        154        721         90          0
   60      41         64         20        887       1320         90          0
   61      56         56         40       1207       1960         90       1318
   62      80         40         20       1536       2048         90       1318
   63      60         66         30         93        512         90          0
   64      16         90         20         57       1181         90          0
   65     104         82         30        361       1047         90          0
   66      64         78         10       2757       3352         90       1704
   67      47         36         20         41        380         90          0
   68      46         80         20       2689       3482         90       1704
   69      86        124         20       1511       2212         90       1318
   70      48         72         20        327       1048         90          0
   71     121          9         10       1681       1957         90       1318
   72      60         52         20       1376       1981         90       1318
   73      25         46         20       1138       1647         90          0
   74      26         15         20       1567       2591         90       1318
   75      98        116         30       2043       3110         90       1318
   76      66        131         10        414       1363         90          0
   77      15         30         20        574       1436         90          0
   78      66        117         30        552       1612         90          0
   79     111         70         20       2584       2995         90       1318
   80     123         19         20       1823       2759         90       1318
   81      17         18         30       1940       2602         90       1318
   82      57         87         10       1940       3025         90       1318
   83     102         33         30       2907       3226         90       1704
   84       7        113         10       1222       1779         90          0
   85      37        115         20       2454       2712         90       1318
   86      17         25         10        106        963         90          0
   87      83        105         30       2029       2726         90       1318
   88      51        115         10       2386       2989         90       1318
   89      96         55         20       1483       1936         90       1318
   90     112          2         20       1089       1943         90       1318
   91     116         23         20       2263       2874         90       1318
   92      57         70         10       1596       2610         90       1318
   93      15         23         30        339        914         90          0
   94      45         68         30         25       1186         90          0
   95      19         41         10       2790       3342         90       1704
   96      38         16         10       1403       1989         90       1318
   97      81        135         20       1892       2035         90       1318
   98      62        128         20        501       1085         90          0
   99      49         70         20        204        988         90          0
  100      24         19         10       1883       2464         90       1318
  101     119         20         10       2139       2811         90       1318
  102      62        125         30        213       1187         90          0
  103      29         10         30       1517       2270         90       1318
  104      13         80         30         57        197         90          0
  105      65         73         10       2620       3503         90       1704
  106     109         25         10       2548       3202         90       1704
  107      91         71         10         21        928         90          0
  108      47         57         30        981       1605         90          0
  109       9         42         20       2643       2895         90       1318
  110      96         23         30         53        896         90          0
  111      26        102         40       2608       3372         90       1704
  112       4         15         20       2177       2765         90       1318
  113       3         98         10        756       1467         90          0
  114      35         88         20       2626       3469         90       1704
  115      18        107         10        136       1135         90          0
  116      95         68         20        553       1250         90          0
  117      58         85         10       2053       2727         90       1318
  118      11         23         10        554        888         90          0
  119      61        107         10        102        721         90          0
  120       3         17         10       2087       3040         90       1318
  121      26        104         10       2116       2465         90       1318
  122      74         56         10       1691       2108         90       1318
  123      24        105         10       1969       2427         90       1318
  124      30        106         30       2089       2681         90       1318
  125       4         33         20       2517       2822         90       1318
  126     106          0         10        394       1685         90          0
  127     120         10         20       1874       1946         90       1318
  128     106          5         30       1061       1209         90          0
  129      30         58         20       2794       3467         90       1704
  130       9          9         10       2089       2658         90       1318
  131       7         92         20        925       1492         90          0
  132      50         29         10         45        732         90          0
  133      46         52         10       1121       1655         90          0
  134      70        110         30        919       1657         90          0
  135      37        111         20       2467       3117         90       1318
  136      75         64         20          7        262         90          0
  137      20         93         10         55       1105         90          0
  138      94          1         10        442       1250         90          0
  139      41         12         10       1730       1851         90       1318
  140      20        109         10        449       1007         90          0
  141      28         14         20       1665       2310         90       1318
  142      87         63         30        105        297         90          0
  143     101          4         10        735       1152         90          0
  144      80         22         10         49        142         90          0
  145     117         10         10        960       1693         90          0
  146     103         33         10       1739       2457         90       1318
  147     104         51         20       2304       2689         90       1318
  148     103         19         30        157        950         90          0
  149       7         52         20       2457       3283         90       1704
  150      73        119         30       1074       2060         90       1318
  151      79        128         30       1451       2076         90       1318
  152      10         50         20       2888       3038         90       1318
  153      26         23         50        231        458         90          0
  154      95        103         20       2614       2927         90       1318
  155     101         59         30       1461       1764         90          0
  156     113         67         20       2450       2942         90       1318
  157      25         94         10       2764       3413         90       1704
  158     120         20         20       1866       2901         90       1318
  159     105         26         30       2541       3397         90       1704
  160      59         77         20       1985       2598         90       1318
  161     116         34         20       1842       2749         90       1318
  162      45         71         10        311       1252         90          0
  163      86        109         10       1866       3079         90       1318
  164      15         96         10        306        575         90          0
  165      64         88         30       2324       3401         90       1704
  166      60        115         20        446        755         90          0
  167      63        100         10         41        202         90          0
  168      94        104         30       2449       2909         90       1318
  169       8        102         10       1111       1505         90          0
  170      64         89         10       2300       3242         90       1704
  171      61         66         10          9        594         90          0
  172      95        121         10       2040       2495         90       1318
  173      47         63         30         24        804         90          0
  174      19         96         10         57       1027         90          0
  175     103         55         20        942       2094         90       1318
  176      36         94         30       2705       3467         90       1704
  177      75        103         20        920       1458         90          0
  178      65         80         10         11        801         90          0
  179      94         56         30       1632       1971         90       1318
  180      18        123         20       1608       2391         90       1318
  181      92        123         10       1923       2424         90       1318
  182      12         31         20        251       1387         90          0
  183     106         81         20        269        955         90          0
  184      98         28         10         50       1216         90          0
  185      14        133         30       1590       2207         90       1318
  186     101         32         20       1630       2751         90       1318
  187      25         66         10        400       1593         90          0
  188      78         61         40         12       1033         90          0
  189     123         64         20       1123       1504         90          0
  190     126         20         20       1950       2444         90       1318
  191      72        117         10       1279       1672         90          0
  192      10        105         20        906       1898         90       1318
  193     128          0         10       1204       2040         90       1318
  194     130         16         30       1766       2437         90       1318
  195     114         63         10       2234       2970         90       1318
  196      80         63         20         57        148         90          0
  197     113         36         10       2392       2952         90       1318
  198      15         94         30        220        477         90          0
  199     129         77         10        665       1754         90          0
  200      85         85         20         91        719         90          0
