r2_2_10

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
  110      16         62         15       1397       1892         10        918
  111      61         57         35       1355       1764         10        918
  112     123         84         13       1484       1967         10        918
  113      37         73         33       1161       1646         10        918
  114     115        124         11       1485       1924         10        918
  115      93         61         10       1883       2405         10       1224
  116      89         39         23         36        451         10          0
  117      65          0         20        121        592         10          0
  118     108         30         18        164        722         10          0
  119     120         60         18         50        618         10          0
  120      92         22         18        580       1059         10          0
  121       2        106         16       1363       1852         10        918
  122     117         92         25        971       1412         10        918
  123      26        130         20        916       1345         10        918
  124      85        111         25        810       1334         10        918
  125     113         45          4       1062       1449         10        918
  126      40        113         23       1747       2186         10        918
  127     138        105         24       1439       1909         10        918
  128     116        105         23        428        846         10          0
  129     110         28         20       1018       1545         10        918
  130      12        138         14        912       1405         10        918
  131      66         40         20         30        577         10          0
  132     140         36          1        524       1001         10          0
  133      50        112         18        768       1207         10          0
  134      23         19         16        485       1007         10          0
  135       4         71         19        438        965         10          0
  136      92        138         12       1383       1953         10        918
  137      69          6          8        158        625         10          0
  138     100         99         17       1037       1475         10        918
  139     116         13          5         79        506         10          0
  140     112         13         27       1931       2388         10       1224
  141      49        140          3        770       1222         10          0
  142      36        124         34        792       1199         10          0
  143     120         47         18         55        543         10          0
  144      60         54          3        719       1313         10        918
  145     115         82         30        873       1387         10        918
  146     139        110         19        610       1042         10          0
  147     126         23         13        863       1364         10        918
  148      58         80         18       1701       2096         10        918
  149      30         21         12       1089       1610         10        918
  150      64        115         15        327        873         10          0
  151      82        100         18        255        700         10          0
  152     113         35          9         55        634         10          0
  153      35         90         20       1605       2082         10        918
  154      58         95         35       1760       2240         10       1224
  155     117          4          9       1461       2007         10        918
  156      97        115         25       1257       1809         10        918
  157      56        129         21        947       1466         10        918
  158      54         41          9        950       1420         10        918
  159     136        123         31       1132       1537         10        918
  160     129         24         18       1147       1652         10        918
  161      46        133          7        166        558         10          0
  162      58         11          9        308        828         10          0
  163      54         78         11       2026       2492         10       1224
  164      65         80         20         11        415         10          0
  165      28         62         23        581       1108         10          0
  166      55        127         17        832       1356         10        918
  167     137         84         41        193        762         10          0
  168      79         80          4         13        483         10          0
  169      51         92          9       1649       2053         10        918
  170      12         84         16        619       1091         10          0
  171      66         82         27       1835       2292         10       1224
  172      97         12         10        631       1138         10          0
  173      67        120          5       1238       1753         10        918
  174      55        102          4       1100       1536         10        918
  175      90         14         31       1718       2114         10        918
  176      20        106         24        934       1387         10        918
  177      15          4         23        198        729         10          0
  178     138         78         43        619       1120         10          0
  179      60         23         16         48        502         10          0
  180      29         94          1        998       1340         10        918
  181      70         94         32         24        470         10          0
  182       4         44         24       1529       1916         10        918
  183      66         91         16         21        451         10          0
  184     119         73         15        247        810         10          0
  185     135         65          3       1190       1639         10        918
  186     103         82         27       1142       1587         10        918
  187     104        139         29       1146       1659         10        918
  188      15          9          2       1481       1921         10        918
  189       5         99         24       1113       1601         10        918
  190      36         38          5       1625       1996         10        918
  191     125         68         20        593       1063         10          0
  192      44         36          9         42        557         10          0
  193     137        127         28        622       1062         10          0
  194     120        102         18        176        716         10          0
  195     138         24         12        495       1062         10          0
  196     103         86         19        833       1348         10        918
  197     137         96          9         71        556         10          0
  198       8        138         10        990       1459         10        918
  199      81         36         17         68        552         10          0
  200     116         83         30        565        990         10          0
