rc2_2_7

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
  113      34        104         10        297        998         10          0
  114     121        110         30        467        942         10          0
  115      56        139         18        951       1648         10        894
  116     106         10         13       1000       1511         10        894
  117     125        108         20        519        776         10          0
  118      21        115         10        217        589         10          0
  119     110         66         10        382        577         10          0
  120      36         38          5       1723       1899         10        894
  121      56        129         21        873       1540         10        894
  122       4         30         40        471        896         10          0
  123       8        138         10       1109       1340         10        894
  124      88         35         20        144        507         10          0
  125     116        132         10        724        810         10          0
  126     113         45          4       1156       1356         10        894
  127      28        107         20        106        536         10          0
  128     115        134         30         78        658         10          0
  129     116         83         30        569        986         10          0
  130      57         59         10        459        633         10          0
  131      89         39         23         36        334         10          0
  132      59         52         20        132        644         10          0
  133     112         71         20         64        434         10          0
  134      35         99         20        594       1009         10          0
  135      23         39         20       1102       1832         10        894
  136      84         39         20        255        783         10          0
  137      19        120         16        968       1241         10          0
  138      20         39         10        513        800         10          0
  139      90        104         20        426        833         10          0
  140      66         91         16         21        280         10          0
  141       4         44         24       1392       2053         10        894
  142      78         63         19         10        442         10          0
  143      92        107         30        120        665         10          0
  144      37        138          5        725       1072         10          0
  145     120         14         20        942       1247         10          0
  146      33          0         20       1885       2095         10        894
  147     113         71         10         43        621         10          0
  148     112         13         27       2029       2290         10       1213
  149      41         36         13        167        364         10          0
  150      64         61         20        442        871         10          0
  151     121        134         20        181        952         10          0
  152     103         44         12         42        316         10          0
  153      67         55         10         15        398         10          0
  154      86         80         21       1379       1736         10        894
  155      64        132          8         62        611         10          0
  156      93         36         20         69        347         10          0
  157     115        124         11       1570       1838         10        894
  158     103         82         27        992       1738         10        894
  159      18         38         30        396        643         10          0
  160     122        131         20        408        832         10          0
  161     107         63         30        422        652         10          0
  162      48         47         19         31        243         10          0
  163      62         58         20         54        276         10          0
  164       0         27         30        266        583         10          0
  165     118        114         10        190        330         10          0
  166      91         95         20        516        975         10          0
  167     113         35          9         82        442         10          0
  168     119        139         20        186        659         10          0
  169     104         54         13         70        471         10          0
  170      15          4         23        342        584         10          0
  171      59         56         20        478        505         10          0
  172      21         44         20         55        778         10          0
  173     100        106         10        306        624         10          0
  174      47         83          1       1002       1659         10        894
  175      34         72         21       2118       2391         10       1213
  176      32        106         10        336        857         10          0
  177     109        131         20        121        458         10          0
  178      89         24         15       1016       1513         10        894
  179      97         28         20        153        327         10          0
  180      86         37         10        305        531         10          0
  181       1         34         20        152        470         10          0
  182     103         69         30         33        506         10          0
  183      98         31         20        209        674         10          0
  184     103         34         30        328        682         10          0
  185      13         48         15       1633       1851         10        894
  186      22         38         20        629        783         10          0
  187      61         59         20        283        921         10          0
  188      94        105         10        286        773         10          0
  189     118        131         20        464        972         10          0
  190     108         30         18        278        607         10          0
  191      36        105         20        558        836         10          0
  192     133        130         13        675       1223         10          0
  193      15         18         10       1338       1983         10        894
  194     103         86         19        950       1231         10          0
  195     107         77         34         37        401         10          0
  196      99         34          9        311        415         10          0
  197      17         43         10        102        553         10          0
  198     140         36          1        571        954         10          0
  199      26        105         40         86        453         10          0
  200      60         23         16         48        519         10          0
