rc2_2_8

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
  113      34        104         10        357        938         10          0
  114     121        110         30        435        975         10          0
  115      56        139         18       1111       1487         10        860
  116     106         10         13       1065       1446         10        860
  117     125        108         20        411        883         10          0
  118      21        115         10        159        648         10          0
  119     110         66         10        338        621         10          0
  120      36         38          5       1643       1978         10        860
  121      56        129         21       1038       1374         10        860
  122       4         30         40        446        921         10          0
  123       8        138         10       1101       1348         10        860
  124      88         35         20         39        630         10          0
  125     116        132         10        565        969         10          0
  126     113         45          4       1152       1360         10        860
  127      28        107         20        204        438         10          0
  128     115        134         30        234        479         10          0
  129     116         83         30        513       1042         10          0
  130      57         59         10        359        734         10          0
  131      89         39         23         36        435         10          0
  132      59         52         20        106        671         10          0
  133     112         71         20         42        536         10          0
  134      35         99         20        468       1134         10          0
  135      23         39         20       1072       1861         10        860
  136      84         39         20        290        749         10          0
  137      19        120         16        854       1355         10        860
  138      20         39         10        572        742         10          0
  139      90        104         20        422        837         10          0
  140      66         91         16         21        654         10          0
  141       4         44         24       1522       1922         10        860
  142      78         63         19         10        560         10          0
  143      92        107         30        105        680         10          0
  144      37        138          5        708       1090         10          0
  145     120         14         20        903       1285         10        860
  146      33          0         20       1545       2434         10       1245
  147     113         71         10         56        531         10          0
  148     112         13         27       1955       2365         10       1245
  149      41         36         13        130        402         10          0
  150      64         61         20        370        944         10          0
  151     121        134         20        338        796         10          0
  152     103         44         12         42        603         10          0
  153      67         55         10         15        429         10          0
  154      86         80         21       1183       1933         10        860
  155      64        132          8        151        428         10          0
  156      93         36         20         41        655         10          0
  157     115        124         11       1460       1948         10        860
  158     103         82         27       1117       1613         10        860
  159      18         38         30        129        909         10          0
  160     122        131         20        442        797         10          0
  161     107         63         30         37       1069         10          0
  162      48         47         19         31        730         10          0
  163      62         58         20         14        722         10          0
  164       0         27         30        282        568         10          0
  165     118        114         10         65        563         10          0
  166      91         95         20        484       1008         10          0
  167     113         35          9        107        416         10          0
  168     119        139         20        158        687         10          0
  169     104         54         13         91        450         10          0
  170      15          4         23        425        501         10          0
  171      59         56         20        408        576         10          0
  172      21         44         20         55        690         10          0
  173     100        106         10        188        742         10          0
  174      47         83          1       1207       1454         10        860
  175      34         72         21       2053       2455         10       1245
  176      32        106         10        447        745         10          0
  177     109        131         20         72        661         10          0
  178      89         24         15       1129       1399         10        860
  179      97         28         20         49        583         10          0
  180      86         37         10        324        512         10          0
  181       1         34         20        204        418         10          0
  182     103         69         30         33        527         10          0
  183      98         31         20        118        766         10          0
  184     103         34         30        205        805         10          0
  185      13         48         15       1502       1982         10        860
  186      22         38         20        690        721         10          0
  187      61         59         20        383        822         10          0
  188      94        105         10        314        744         10          0
  189     118        131         20        340       1095         10          0
  190     108         30         18        208        678         10          0
  191      36        105         20        525        868         10          0
  192     133        130         13        748       1150         10          0
  193      15         18         10       1480       1840         10        860
  194     103         86         19       1056       1125         10          0
  195     107         77         34         37        558         10          0
  196      99         34          9        265        462         10          0
  197      17         43         10         84        571         10          0
  198     140         36          1        532        993         10          0
  199      26        105         40         71        467         10          0
  200      60         23         16         48        626         10          0
