rc2_2_10

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE
  113      34        104         10        348        948         10          0
  114     121        110         30        405       1005         10          0
  115      56        139         18        999       1599         10        331
  116     106         10         13        955       1555         10        303
  117     125        108         20        347        947         10          0
  118      21        115         10        103        703         10          0
  119     110         66         10        180        780         10          0
  120      36         38          5       1511       2111         10        843
  121      56        129         21        906       1506         10        257
  122       4         30         40        384        984         10          0
  123       8        138         10        925       1525         10        257
  124      88         35         20         39        639         10          0
  125     116        132         10        467       1067         10          0
  126     113         45          4        956       1556         10        303
  127      28        107         20         55        655         10          0
  128     115        134         30         78        678         10          0
  129     116         83         30        478       1078         10          0
  130      57         59         10        246        846         10          0
  131      89         39         23         36        636         10          0
  132      59         52         20         88        688         10          0
  133     112         71         20         42        642         10          0
  134      35         99         20        501       1101         10          0
  135      23         39         20       1167       1767         10        499
  136      84         39         20        219        819         10          0
  137      19        120         16        805       1405         10        257
  138      20         39         10        357        957         10          0
  139      90        104         20        329        929         10          0
  140      66         91         16         21        621         10          0
  141       4         44         24       1422       2022         10        754
  142      78         63         19         10        610         10          0
  143      92        107         30         93        693         10          0
  144      37        138          5        599       1199         10          0
  145     120         14         20        794       1394         10        257
  146      33          0         20       1690       2290         10       1022
  147     113         71         10         43        643         10          0
  148     112         13         27       1855       2455         10       1187
  149      41         36         13         44        644         10          0
  150      64         61         20        357        957         10          0
  151     121        134         20        267        867         10          0
  152     103         44         12         42        642         10          0
  153      67         55         10         15        615         10          0
  154      86         80         21       1258       1858         10        590
  155      64        132          8         62        662         10          0
  156      93         36         20         41        641         10          0
  157     115        124         11       1404       2004         10        736
  158     103         82         27       1065       1665         10        397
  159      18         38         30        219        819         10          0
  160     122        131         20        320        920         10          0
  161     107         63         30        237        837         10          0
  162      48         47         19         31        631         10          0
  163      62         58         20         14        614         10          0
  164       0         27         30        125        725         10          0
  165     118        114         10         65        665         10          0
  166      91         95         20        446       1046         10          0
  167     113         35          9         55        655         10          0
  168     119        139         20        122        722         10          0
  169     104         54         13         37        637         10          0
  170      15          4         23        163        763         10          0
  171      59         56         20        192        792         10          0
  172      21         44         20         55        655         10          0
  173     100        106         10        165        765         10          0
  174      47         83          1       1031       1631         10        363
  175      34         72         21       1889       2489         10       1221
  176      32        106         10        296        896         10          0
  177     109        131         20         72        672         10          0
  178      89         24         15        964       1564         10        303
  179      97         28         20         49        649         10          0
  180      86         37         10        118        718         10          0
  181       1         34         20         77        677         10          0
  182     103         69         30         33        633         10          0
  183      98         31         20        142        742         10          0
  184     103         34         30        205        805         10          0
  185      13         48         15       1442       2042         10        774
  186      22         38         20        406       1006         10          0
  187      61         59         20        302        902         10          0
  188      94        105         10        229        829         10          0
  189     118        131         20        418       1018         10          0
  190     108         30         18        143        743         10          0
  191      36        105         20        397        997         10          0
  192     133        130         13        649       1249         10          0
  193      15         18         10       1360       1960         10        692
  194     103         86         19        791       1391         10        257
  195     107         77         34         37        637         10          0
  196      99         34          9         63        663         10          0
  197      17         43         10         59        659         10          0
  198     140         36          1        462       1062         10          0
  199      26        105         40         56        656         10          0
  200      60         23         16         48        648         10          0
